epoch,step,train_loss
0,49,0.006101828068494797
0,99,0.01545051671564579
0,149,0.008592258207499981
1,199,0.0044346097856760025
1,249,0.0037953949067741632
1,299,0.003216727403923869
2,349,0.003814330557361245
2,399,0.005379257258027792
2,449,0.0052783493883907795
3,499,0.0050948383286595345
3,549,0.004426766186952591
3,599,0.005116675514727831
3,649,0.003052515909075737
4,699,0.004167301580309868
4,749,0.005057779606431723
4,799,0.004312620498239994
